osoba_id,nazwa_firmy,stanowisko,branza
1b43c3dd-bd3e-45a3-8991-580d08880f98,Rhodes LLC,Adult guidance worker,mesh
ed76bea5-818a-4090-bb95-6baff6e144bc,Allen-Sanders,Banker,expedite
5213d651-a9f1-4f2c-8a27-7e0205ab78f2,Gentry Inc,Mental health nurse,productize
59c7693a-ec80-4580-b3ce-22fbfc54fc16,Clark-Brown,Patent examiner,evolve
53261686-a45f-4721-8f33-bf11ce483e1f,Anderson Leach and Collins,Lobbyist,deploy
0e8a9a7a-e168-4fee-b03c-98582d051861,Sparks and Sons,Education administrator,utilize
3752d92c-8498-4ce7-93a3-3e3224f35201,Scott Group,Financial trader,empower
995c791c-33b4-4477-859f-de84222d8e05,Sandoval-Anderson,Psychologist educational,streamline
c2157ad4-19d0-451f-970f-70163e75cc08,Ayala Ltd,Historic buildings inspector/conservation officer,streamline
2bae3811-f543-4336-a30a-afc318017b0b,Hines-Gibson,Prison officer,facilitate
70f6d6d7-0427-4f9d-b237-ed2229839502,Turner Ramirez and Rhodes,Lawyer,integrate
0fecb582-d963-4cb8-ab63-66cf42f2786a,Johnston Ltd,Insurance underwriter,extend
8f0298f7-9ba6-41ca-a648-385014948a75,Wells Bailey and Adkins,Corporate investment banker,revolutionize
1d4674ef-8d27-4142-951f-4b87adc46279,Gilbert Inc,Chiropractor,reinvent
125e87d0-26a9-4c1b-ae57-d485579a3157,Jones-Johnson,Actuary,drive
0f39ee3e-1435-4e65-a020-fa9ad5613760,Chapman-Swanson,Geologist wellsite,unleash
d8922f59-1eed-4584-a71b-df3a9ce6556e,Bentley PLC,Quantity surveyor,implement
e141af7c-2842-4869-9f63-f64e5c53e436,Kelly-Pham,Arboriculturist,grow
562fd3b0-e322-4975-a4fc-0e586f3c0a49,Lopez and Sons,Architect,matrix
0dfe7382-cce9-4cf5-99c8-47b7832af86c,Day Group,Radiographer diagnostic,leverage
e544c2b7-5abf-43ef-b3ce-102ae0bad551,Baker Costa and Holder,Agricultural consultant,expedite
acbaacb9-2c0f-4877-b102-c3d5e9c15da5,Torres Garcia and Salinas,Ceramics designer,re-intermediate
b623d133-975b-49e3-8920-896179a08588,Skinner and Sons,Pharmacist community,matrix
68328e75-0b0e-49e1-9610-56bae1c8d053,Clark-Kelly,Banker,incentivize
68d8e2fe-60df-4712-96c6-d64f7dde0b9d,Snyder Ltd,Public affairs consultant,expedite
73307dab-1cbe-433e-b3c0-96460c2d566b,Castro-Santiago,Economist,integrate
0a19d1eb-1851-4ca5-99b9-aca5ddd329db,Carter LLC,Tax inspector,disintermediate
89a9ee24-cf07-41fc-bc3e-5c796af8d5b4,Leon-Hernandez,Engineer automotive,re-contextualize
8ecc945e-aaea-4c76-af7c-3a5c1711578f,Simpson Hull and Simpson,Conference centre manager,redefine
979c3aaa-9bf1-4499-8cbb-a9e5bf870e4f,Holloway Cooper and Wright,Scientist research (life sciences),reinvent
33893631-c325-4bcd-88f1-90856b1dbd3e,Ford Harrison and Willis,Civil engineer consulting,syndicate
da15c215-ebac-4bc5-a398-858bd49937a0,Stone-Webb,Engineer structural,seize
c7e90e84-82e0-41b7-8a32-402b76f53aff,Henry Ltd,Primary school teacher,engage
635632e5-fee9-4931-851a-860bf2090791,Kim-Kramer,Television/film/video producer,transform
551ef553-4fd9-4c94-bcc6-b3537fa2463a,Nguyen Jones and Lozano,Equities trader,repurpose
ec937b5c-0dae-4492-aa7b-171a920fa407,Rodriguez Ltd,Engineer maintenance,optimize
b4ed1862-ddae-4c40-b0bf-472ac739fce1,Valdez Group,Therapist speech and language,generate
b36431a0-7235-4817-9b2e-3bb2c53a3d3d,Knox Ltd,Contractor,matrix
db9f0edb-084f-4d67-b5d4-e93378eca165,Harrell-Young,Recruitment consultant,exploit
91a498ff-3ee6-486f-9473-dfa3ab96ea7e,Barker and Sons,Sales professional IT,expedite
03c515ef-e800-4317-9122-8444b63b387b,Morris Inc,Marketing executive,grow
41752708-963b-477c-83b3-f65bf5c81ee5,Torres PLC,Surveyor minerals,implement
b49ca6ee-b5d3-4fc8-89ad-2731a81736d6,Sullivan-Solis,Adult nurse,incentivize
8c395482-1e38-412f-9048-4ec2fac0a56c,Jackson LLC,Surveyor quantity,aggregate
eb73ae13-aa39-4006-833b-9dadbb3c8251,Sandoval LLC,Fast food restaurant manager,syndicate
4c391ab1-5afa-43d7-8c6a-e60063ae41aa,Stokes and Sons,Estate agent,benchmark
bb166457-0f28-44b9-9a1b-5c1021c1e5e7,Montes-Mcbride,Producer television/film/video,drive
aef9bbfd-cf37-4fbc-bcf8-153a40883c7e,Martin-Perry,Social research officer government,evolve
451cb924-ad76-42a2-985a-37cea3a49ef2,Stone-Stuart,Clinical embryologist,e-enable
5f42e4f0-74af-4397-8378-9d4791cfa85d,Booker-Fields,Production manager,brand
75de0f56-cc27-4974-96fd-498bb9554b5b,Davis-Prince,Interpreter,expedite
ea49629e-3312-4147-ae8f-133f9941d3ec,Rivas-Fisher,Editorial assistant,redefine
af9f16be-9784-4088-aeca-386a8eee9177,Rich LLC,Health promotion specialist,deploy
85ea1c5e-a2b0-43cb-b040-4c0b476d4d01,Sanchez Group,Investment analyst,transform
988858dc-53c4-4071-b41d-81892461aba1,Ingram Anderson and Murphy,Materials engineer,revolutionize
bf87a54a-3140-4bad-a2c1-e97d1f01611d,Diaz LLC,Scientist biomedical,embrace
6abe65cb-2a1e-465f-886a-775b96a3d1f5,Lester Group,Financial controller,reinvent
2a3374c9-afba-4bf2-8cc4-5f46a5142f00,Stokes-Nicholson,Engineer civil (contracting),re-contextualize
f64a157f-1c5f-4278-a58e-52e14cb32acd,Vargas Inc,Accountant chartered management,incentivize
e2157fe9-4e2c-4d5b-8aaf-ade04cafd7dd,Brown Adkins and Lucas,Buyer industrial,target
8932747d-50e5-4b13-83a5-a5b43167fbd1,May Walker and Morris,Manufacturing engineer,streamline
c93083ab-eba3-4c68-bf81-74030d8de896,Morgan-Thompson,Airline pilot,e-enable
5eeadbb6-5ef6-4bc6-8d56-7fbe9a1b9beb,Todd-Davis,Product designer,incubate
c01574ac-ae71-41c4-98c1-01e4b99489ed,Mason-Hernandez,Therapeutic radiographer,disintermediate
c3b9caba-2b80-4482-9492-5b0b73235ac1,Zimmerman LLC,Geochemist,monetize
c7c59970-0caf-4948-abb5-d5a680b1884b,Stanley Inc,Science writer,integrate
dd60e305-44cd-4086-a868-2e4f4378db26,Haley PLC,Industrial buyer,expedite
a839aca7-5ae1-488e-bd83-6630e0e24605,Moore PLC,Writer,disintermediate
432ba71b-ee15-4420-bb5a-0cf151e7e800,Cole Thomas and Velasquez,Nature conservation officer,morph
389fd302-94ab-4d4f-8a90-abdf3011d29c,Terry Santiago and Wiley,Administrator arts,cultivate
a5be4a6a-6d6f-4951-aa88-39cb67492ce0,Ramirez-Walker,Lobbyist,implement
8d3a581d-4ef9-4653-a1d5-9790ba38c7e3,Moore-Rivera,Astronomer,visualize
b2c32193-6381-4af8-a1ef-b6b5222cbaba,Walker Moon and Shah,Audiological scientist,engage
3bcc921b-f5b8-4952-854c-6cccd764b406,Brown-Valencia,Education officer museum,generate
5af8e25a-883e-4646-912a-e46cbe7073da,Sexton LLC,Risk analyst,exploit
86215afd-d0eb-4f2c-854f-1104c33cc8e3,Benjamin PLC,Geophysicist/field seismologist,seize
028ceb8e-a49f-45ad-baec-831a7d06396a,Payne Inc,Petroleum engineer,exploit
6375113d-5c87-453d-b5af-f04553b4cd5b,Short Price and Anderson,Emergency planning/management officer,unleash
da2ae06c-3249-40e8-9575-1b6832625800,Gordon PLC,Agricultural consultant,whiteboard
7d660b7d-1eaa-492d-86f4-4fc44c13ddaa,Allen-Mccoy,Loss adjuster chartered,synthesize
50ef60e6-937b-4038-ad21-6878e2459635,Wilkins LLC,Actuary,incentivize
f9f1f917-9ae5-4028-94de-81d2f929ed7a,Henderson PLC,Lexicographer,architect
9f6e1d90-34fe-4235-8ef2-594434a1101e,Hudson-Thomas,Designer graphic,synthesize
cea8a4f7-fc0a-450b-9c99-b1398aedee52,Ashley PLC,Clinical scientist histocompatibility and immunogenetics,e-enable
558c80cb-550a-4d3f-9244-bd4f312680dd,Burke Ltd,Animator,orchestrate
22ab3116-ecc6-42f8-86c7-e6c7b93372c5,Barron Curry and Mason,Community development worker,integrate
dee5113e-781e-4781-9dd1-2d3a2db3dad1,Manning Bonilla and Hart,Legal secretary,synergize
dc56bb43-73c7-4cfd-ab38-44e43f0da838,Dalton-Herrera,Herpetologist,syndicate
1c252628-cb0a-473a-9e9b-51eff7d75909,Williams and Sons,Microbiologist,orchestrate
9d90e74c-99d7-4ed7-b555-77fe76ff42b6,Collier-Jones,Social research officer government,brand
7756d7ff-5f95-4832-b5c6-b65678634d4a,Reyes Griffin and Moran,Museum education officer,redefine
3b115939-fca2-480e-b05d-7fb9a8916551,Saunders Ltd,Regulatory affairs officer,engage
7acec47e-52c7-4d44-bcb1-7a5aa7a50880,Murphy-Murphy,Engineer drilling,utilize
e23974c2-4e48-4324-9b92-ab8d7f8b866e,Baker-Rivera,Warden/ranger,brand
8e8a5d4e-efc1-4d90-bcab-eac64895f377,Rodriguez King and Hernandez,Teacher adult education,productize
8616a4ae-2ee5-4887-b252-430a702444b3,Duncan Inc,Interior and spatial designer,enhance
80034f53-6fcc-49d2-abb1-7baedc894c10,Chapman PLC,Chief Strategy Officer,cultivate
286230e9-2eeb-4b0d-b671-9427ff1e783d,Smith-Oconnell,Hydrologist,deploy
8eb9342d-6830-4840-bc36-4dba08841177,Armstrong Group,Materials engineer,redefine
5e5f5256-269b-4cef-b7e2-fdef0b972203,Gonzalez and Sons,Senior tax professional/tax inspector,incubate
7a159b4c-8e73-4b90-90e1-a6e4028d5e48,Sweeney-Smith,Corporate investment banker,drive
31bb81cc-d28c-4493-a5bf-a854ca2e564d,Douglas Inc,Transport planner,transform
730d8bd6-dfc7-441d-8c39-526955da0d3c,Booth-King,Social worker,expedite
87a7ce42-6dbd-45cd-b1c5-f01408c7cb08,Garcia PLC,Management consultant,transform
99c5b234-6a09-482f-85d5-78acf7ccb724,Hoffman Olson and Grimes,Horticultural therapist,mesh
b02faba8-5bcb-4a54-87ec-6ef2ffdcdc5f,Tyler Levine and Porter,Armed forces training and education officer,implement
73c67fbd-e249-4866-8211-6503b26c4fec,Graves-Church,Claims inspector/assessor,monetize
5e70e531-ed5d-4296-b2ea-7d9bdf717dea,Mueller Inc,Press sub,streamline
833ac1b0-8169-434a-b572-a2d02fa7c766,Webster Ltd,Conservator furniture,whiteboard
37d29f89-a308-4d7b-aae9-37ee2573c68f,Stephenson-Beltran,Armed forces operational officer,innovate
b572edeb-9ea0-4dc7-92fa-eba940752d34,Perkins Bruce and Rodriguez,IT sales professional,redefine
2f9ef512-67b7-4c81-a096-17e9db24ec2a,Washington-Garcia,Local government officer,disintermediate
c0c79e59-73ad-417c-81ae-2f532b63675a,Martin Delacruz and Henry,Health visitor,aggregate
9ce5b5eb-9325-4915-bf3b-7248be6c6c74,Leon Inc,Engineer automotive,utilize
f9f93c8e-adb7-47f7-a56d-7ea8720199b3,Kennedy Velez and Malone,Associate Professor,iterate
719448e5-1ad4-4117-87aa-06bf9fe24221,Thomas Group,Theatre director,monetize
01c10b91-c78b-4342-ae94-fcfd726d7dee,West-Tucker,Veterinary surgeon,scale
f4e25cbd-ccf9-4f3c-8e26-5e5e37a632c6,Watson-Wilcox,Barristers clerk,revolutionize
9ace9dad-321b-42bf-8f48-f2f1b14c3561,Mueller and Sons,Lobbyist,synthesize
c4be7c49-bb6d-4d93-ba8c-780afa86d8f9,Miller-Smith,Printmaker,incentivize
b6356077-254e-436b-a531-d11d9187432c,Douglas Moore and Macias,Environmental education officer,synthesize
871025ac-9dd8-4e24-959c-06a449d50a17,Johnson and Sons,Surveyor commercial/residential,redefine
ad71e5e7-cd21-47b5-8607-403baa589c6e,Walls and Sons,Illustrator,re-contextualize
be111eec-7a01-4d3e-8262-9a2ad54f337c,Blair and Sons,Corporate investment banker,disintermediate
bc2630c7-2cba-4c7a-aa36-dc8cb3373317,Mason Jacobson and Jones,Meteorologist,mesh
e9ee6ec3-67d3-45f7-aa54-99234c369aef,Wilson Spears and Smith,Press sub,cultivate
c375db1a-f773-4a56-9e14-780c04007c25,Maldonado Johnson and Davis,Soil scientist,brand
fbaedac2-33c2-43e8-a028-5f2358c8c6e8,Moses Group,Medical illustrator,enhance
44f4734e-abb0-49d8-9f40-58f291cf411a,James Holloway and Carter,Investment banker operational,incentivize
f7b30369-fe3a-46cc-aadb-1271cab550a2,Burgess Serrano and Baldwin,Volunteer coordinator,orchestrate
5c85243f-1eaf-4fb0-91da-79b3d3336bf2,Braun Morgan and Perkins,Careers adviser,harness
d870270c-a55d-443c-99d0-102be85f9e6d,Graves Travis and Huff,Investment banker operational,utilize
a55dbb1f-f08b-447b-b04e-e4ca3fd2f182,Weaver-Joseph,Software engineer,envisioneer
27e7cd76-e084-4242-a74b-0b18d3f7fc23,Lopez-Scott,Ceramics designer,embrace
59207823-867d-4480-a368-920a752022d2,Peterson PLC,Equities trader,engineer
c9f839f3-4658-4bb4-97b7-efae48c2eeaa,Park Garcia and Trevino,Regulatory affairs officer,envisioneer
fdefd6ee-b8b5-4852-a0be-30b4565abad4,Collier Fernandez and Joseph,Risk analyst,transition
ffe245a4-5607-4b6c-a375-3cf7e59d2048,Leonard Clark and Hamilton,Statistician,empower
ca0fe7cf-5da0-4ec3-82c7-58e2116a92dd,Mathews-Moss,Engineer structural,empower
45b808cf-8782-44f1-b241-50290b42489a,Mcguire-Mason,Editor film/video,scale
5c8b9a7f-a0ba-4415-9597-4cc56229f6fc,Knapp-Mora,Clinical research associate,mesh
c989f08c-1899-41a5-8319-fe0e7f08f61a,Steele Ltd,Race relations officer,embrace
e439cec8-90d5-4d68-991b-424ac18c50be,Kelly Inc,Technical brewer,grow
fb73637c-c53a-42fb-8d2e-061179dfc282,Meyer and Sons,Insurance risk surveyor,orchestrate
a109f03a-589f-4673-a776-f5d6c0826237,Kennedy Jacobs and Oneal,Designer ceramics/pottery,exploit
e2badfb5-70ce-4ddd-a5bc-cf1605601b61,Mason French and Gonzalez,Learning mentor,facilitate
0381d516-4b11-411c-923f-133386bd887d,Morgan-Melendez,Research scientist (medical),expedite
a6e21f16-58e0-442a-b572-b71a7ef4f725,Wong Hicks and Johnson,Copy,extend
61d012a9-2698-4a4c-843d-ab9de3328861,Leonard-Kirk,Catering manager,deliver
a15bb11e-1967-4089-b315-fda339c8a897,Drake LLC,Chiropodist,monetize
4a56ec39-13af-4a2d-955b-88251659944f,Shaffer Cooper and Simon,Engineering geologist,leverage
5c678453-ea2f-4bc2-a619-bdf29b460b1e,Brown and Sons,Chief of Staff,generate
cae1d6b8-5c45-48bc-9e39-1c33a03eb349,Rowland Inc,Speech and language therapist,leverage
1ad1f841-b77f-4c95-bcf6-b4e430f544ce,Adams-Williams,Public relations account executive,redefine
faa338a3-a103-498e-8342-5da585b01c1c,Rodriguez Group,Psychotherapist,matrix
e4f6b907-a040-4590-9b40-bbaff992344e,Maxwell-Cordova,Field trials officer,deploy
3a598d52-b97b-4a29-8184-a1141d5767ff,Martinez Collins and George,Trade union research officer,revolutionize
905c8ad1-57cb-4ed8-8bf6-d07c554dfc70,Crawford-Henson,Dealer,mesh
8cd2de6c-71f8-4b86-bd5d-c4657b2d2614,Carson Ltd,Armed forces technical officer,integrate
1dfd75ad-9387-41c6-ba2d-7bcbd3bbe166,Davis Ingram and Allison,Brewing technologist,seize
b26396d4-5f8a-433e-8244-431be215bcba,Dennis-Hayes,Multimedia programmer,re-contextualize
b70973aa-f8d5-4474-afc8-8f07544ce2f2,Peck Evans and Harrison,Toxicologist,generate
a94ee6ca-7d08-4cc8-9e35-26283a6a3d31,Williams Edwards and Carroll,Illustrator,incentivize
35d0b779-06a4-4b10-94ca-8a01f7630a4c,Clark Burke and Roberts,Claims inspector/assessor,transform
51056b19-d7bf-4d1c-9d91-cb3de28bb729,Cameron Ltd,Operational researcher,enable
22ba7f85-2a2d-453a-9b78-61ae48c4fc39,Clark-Miller,Market researcher,envisioneer
10451f70-249f-4d47-bef9-4e4f6881bd99,Rivera Scott and Robinson,Dramatherapist,transform
07367e99-470f-4fa3-a50e-feba8bacc268,Matthews White and Martinez,Air traffic controller,matrix
87c580a1-c11f-4ef6-aed3-f3b2146a6708,Gomez West and Williams,Medical sales representative,maximize
b65155ee-77fa-4a5a-befa-f7cc4eae7f86,Kirby PLC,Energy manager,aggregate
e4a88793-940f-4961-b14a-9ae65f55549b,Schwartz Inc,Tour manager,engage
a78783cb-0110-4240-9f35-32761a1b45b7,Hampton Ltd,Scientist research (physical sciences),empower
503f9b67-67c2-4ed6-a12b-2713fd2f3a7e,Brown Inc,Optometrist,embrace
60a750a7-64c9-42b6-8664-6e9b65fd4b72,Pratt Carter and Mendez,Publishing rights manager,innovate
edeaeb35-f3ef-4284-a0c2-b6823463aafa,Cruz Garcia and Norman,Social research officer government,morph
dc2f9adc-5d44-45d5-8cb3-9ae56e68b2b5,King Benton and Sandoval,Production engineer,integrate
e5f008ae-95a7-4a14-9e30-ccf44ce342d8,Tucker Ltd,Programmer systems,integrate
03ebee93-764a-4dc3-8790-563740caa3c9,Sanders Benitez and Herrera,Speech and language therapist,engineer
fe477eb6-a218-4331-a452-9db8eb72283b,Lee Ltd,Teacher music,innovate
854fdbe5-6522-4a13-b3a0-05401feb4d7f,Brown PLC,Educational psychologist,orchestrate
bf54565b-3b52-4643-8540-de8b326c7096,Becker Thomas and Black,Retail buyer,generate
90535286-fe54-4c64-bb37-03f4313bb3ad,Gomez Montoya and Yang,Dealer,disintermediate
58806930-23e3-4e58-895f-5f9aa7c5a0d5,Bradley PLC,Insurance underwriter,maximize
1bba3548-f61f-49cd-b1ac-8aa517430da1,Maxwell LLC,Surveyor planning and development,disintermediate
95f2d819-4b46-4fb8-b4a2-c0a59f399e52,Benson Ltd,Petroleum engineer,monetize
bbfa7e67-9364-4cbb-bf61-7c2126a4ec1d,Turner PLC,Company secretary,syndicate
cd705ac0-648c-42cd-b46c-d0425ae624ae,Ortiz-Woodard,Radiographer therapeutic,incentivize
9e08fb6d-ccb5-4aca-9082-8b7d80bb8c00,Ellis-Ochoa,Counselling psychologist,incubate
8925ba8f-1354-4985-897d-d11c2233111f,Perez and Sons,Nature conservation officer,incubate
bf88277e-f52a-480d-9a81-9778ce103063,Christensen-Jenkins,Press sub,morph
6301b199-4006-47d7-9d72-2883352435ed,Gray-Munoz,Buyer industrial,reinvent
5ddeea1b-ce1a-470b-9c74-ad4ac1ed7d17,Wilson Delacruz and Smith,Engineering geologist,cultivate
24c5702a-f2dc-40e2-92e6-6b8edc9fe530,Hawkins PLC,Sports development officer,mesh
1c954a2e-963d-4cde-8f99-76cfc3e00d34,Bradford Ltd,Futures trader,facilitate
99c9df06-4a8f-4c31-ae24-642b779e7090,Brown Klein and Brooks,Retail banker,optimize
49cddd2c-a853-458b-86e4-87c065a23df9,Tran-Love,Charity fundraiser,incubate
f4dee966-f205-45d1-9291-984f585ca45e,Rios-Green,Higher education lecturer,visualize
704bb42b-539a-47af-97b6-90754858e63c,Robinson PLC,Doctor general practice,morph
c42448ac-f3c6-4d0e-a9e6-cd4247339567,Mullins-Morris,Commercial/residential surveyor,revolutionize
3656951c-6c69-48ac-81aa-18b40597a513,Conner Pitts and Henderson,Lexicographer,streamline
ed0baca4-fead-4177-8ba0-07686b830759,Kelly Garza and Stewart,Chief of Staff,iterate
9aa6f4b6-24ff-44db-8e9d-581f0fe3e029,Dawson-Nguyen,Chief of Staff,integrate
3939bef2-d835-4bbf-a504-e22ee8fc0ffd,Lee PLC,Politicians assistant,facilitate
7845155c-aad5-4e5e-aa89-78a987d967dc,Berger LLC,Environmental consultant,harness
fc16bb2e-6047-4b26-9445-734e6690b5d8,Nelson Mills and Perez,Manufacturing systems engineer,architect
f258ce38-b40e-4b31-8104-760d117b92fd,Wilkerson Jenkins and Craig,Primary school teacher,morph
93a38c66-5bd9-424c-b325-6cf507486943,Brock-English,Oncologist,brand
f611cf88-94cd-4ef9-9ee0-c6fb9f45c289,Herman Inc,Scientist biomedical,productize
998bcbcf-3353-42b8-93ce-f5ec7f2a5620,Patterson Inc,Early years teacher,redefine
909e2b74-27c7-416d-9388-ee608cd3998e,Mitchell Peterson and Chavez,Graphic designer,leverage
75c12096-3b85-4bc9-8909-52bbd84e18e9,Hubbard-Cole,Company secretary,incubate
8a745bd2-ed5c-4590-94cf-afe5e67a0f48,Dougherty Bell and Bautista,Engineer broadcasting (operations),facilitate
2cbf8f52-97bf-4f0a-8933-7ff6a6393bbc,Love-Hughes,Astronomer,orchestrate
ab8b4644-6bc0-4378-a093-46a6d3cf514c,White-Kirk,Materials engineer,integrate
16244230-688d-46f5-892d-3d62203499dc,Hess Group,Office manager,brand
4328cc21-d7ff-4241-8a6b-a2e9b919004b,Whitney Brown and King,Producer television/film/video,whiteboard
0d506edc-edcc-42e3-9368-26ca0e722fc8,Hansen and Sons,Engineer aeronautical,enable
9d60f21e-dc76-4919-9a42-caafc956731b,Charles Ltd,Designer jewellery,empower
ee934791-5b2f-4a6d-9361-a7f56d46936a,Pierce Cole and Garcia,Television/film/video producer,harness
e0c47183-7a1b-4559-a9f0-0df5a714cc0d,Valenzuela Simmons and Thompson,Chartered certified accountant,mesh
fb9e5a3e-7df6-4393-8992-9dddf289bb8f,Hill and Sons,Pharmacologist,drive
21c60ee8-963c-431a-8b84-de3e7249e38a,Roberts and Sons,Editor magazine features,strategize
3ae6c4de-038b-48be-8659-29ad42a4cc31,Perry PLC,Surveyor rural practice,facilitate
dd21ced3-cc94-48c4-a570-80e7e5c54bfa,Weaver Ltd,Producer radio,evolve
601a348d-edb0-40b7-8c45-6ec425ae20c6,Tran Ramirez and Anderson,Engineer agricultural,aggregate
26567593-663b-4c75-912f-06090e16f714,Powell Group,Arboriculturist,drive
0c57c176-8ff0-40b2-a746-bd5d021c662e,Rogers Martin and Dixon,Teacher music,enhance
60ce39c3-5f9e-4015-ae3e-fa8965411ebf,Stephens-Whitney,Aid worker,disintermediate
3e8b3b82-4899-47a9-868f-a440f3d2dcff,Richardson-Lewis,Engineer petroleum,strategize
01099366-e2ad-4fdb-bfd2-7b38be3b5601,Ford Cook and Hatfield,Archivist,matrix
dab768d7-dc74-4954-a7d8-73b2b15502c9,Butler-Wilson,Pension scheme manager,monetize
db52a03e-fb24-47c4-9bd7-8674feb31180,Mills Davis and Jones,Investment banker operational,engineer
0c270aab-4edb-49fa-bdf3-9d205618e891,Watson Pollard and Knox,Manufacturing systems engineer,re-contextualize
b5dcb7ac-9232-4c0b-b31e-3dbc0343820d,Parsons Adams and Davis,Minerals surveyor,transition
4f561540-d752-45b6-a0db-6c5216118001,Coleman Ltd,Naval architect,empower
e08cfb9c-8549-4191-b312-11bfd338c88c,Howard Martin and Ali,Herpetologist,expedite
7115b044-1239-409f-809b-6d69a610bf00,Vang Hopkins and Duke,Engineer technical sales,integrate
5801b419-90c6-462c-9430-5176badb6698,Parker LLC,Rural practice surveyor,monetize
d6f90ef9-5e69-4eb2-83c3-e5fb2c2ed1a1,Howard-Owen,Health service manager,leverage
35c09b30-8dd9-4764-ab6b-cf8c4e6dc581,Herring-Smith,Electronics engineer,iterate
3338a6ab-a592-463b-9a20-2b0e115c173d,Martinez Ltd,Advertising art director,extend
41bb727e-e360-463c-9432-59c6c9ad7c52,Berry Hall and Anderson,Surgeon,harness
8369f684-8022-4dcf-8626-b1082d26c44d,Ford-Cooper,Printmaker,target
8bac0903-c83d-4304-8a40-5000e91bb535,Huber-Reynolds,Investment analyst,incentivize
fbb1624c-7e3f-47ed-af51-1fb894d0389d,Jenkins Lee and Carr,Conservator museum/gallery,strategize
a7cbcab6-2b13-422c-92c0-d286fe66a25c,Knapp-Lewis,Transport planner,scale
79e4ee3d-0f07-450d-ab02-0b535a623c5a,Nguyen Lee and Townsend,Youth worker,monetize
aaab5851-ad91-4f56-973f-6e8bd212d54e,Murphy-Nguyen,Engineer agricultural,empower
919ec9fe-e28d-4aef-addc-1700fcc4e380,Levy-Sloan,Journalist magazine,deploy
f0a7059f-37da-4dfb-a188-56e633edfe90,Gardner-Woods,Oncologist,revolutionize
e1bb3f28-dd5b-43c7-ac82-10e94cf95ec3,Orr PLC,Scientist water quality,transform
44a0323c-fd9c-41c7-8291-6b7c88a8661f,Anderson-Bryan,Regulatory affairs officer,grow
a32b6911-ac85-4095-9668-4914f240d32d,Wells Willis and Hammond,Analytical chemist,benchmark
e34020ac-c25b-4340-9f30-03fcf45885d7,Fisher Pugh and Miller,Town planner,implement
260544e2-d4f1-43be-9aca-f09f1f471ee3,Crane Walker and Velez,Chiropractor,extend
11b93142-5dc7-4d73-8a45-ea788732cfd7,Ellis and Sons,Museum/gallery conservator,streamline
60656e89-69ef-4a52-80d6-b8d84c8cc1f5,Mitchell Ltd,Secretary/administrator,streamline
361e9500-c6fe-48d5-b741-04882e8d10dc,Simmons Ltd,Scientist water quality,envisioneer
7790420f-805a-42b3-ab5f-b8f014e50d17,Walton Lewis and Cook,Product designer,e-enable
23b0b86b-bb24-4bec-993d-0f9ebbabbef5,Davis-Sweeney,Engineer civil (consulting),re-contextualize
aecef721-a1ee-4f6b-8751-821c1e379665,Jackson Davis and Alvarez,Naval architect,matrix
0cbfb81e-c656-40a8-a871-85c32299c177,Thomas and Sons,Psychotherapist,transform
ad7c227f-c4e0-483c-b4d1-126ff869b74b,Cole-Long,Librarian academic,optimize
e8fa9fc1-1ddc-4fa9-83d5-6e42aa195abe,Jensen Butler and Meyer,Maintenance engineer,generate
59683a03-d708-419b-92fc-3ca3e141b70e,Blair PLC,Human resources officer,enable
79b235bd-3cae-47e4-b621-5ec882513da3,Ortiz PLC,Engineer manufacturing systems,generate
0be9ae24-3f06-4446-981b-d1f30c745b73,Petty Group,Archivist,extend
d83f04f5-0760-497d-aad0-53e9553ceb98,Snyder Ltd,Private music teacher,visualize
da36e38e-c731-4f3c-aa43-37bc069afc26,Ramos Group,Public affairs consultant,redefine
a2a3f7a9-ec95-4904-9e03-7ecd673278c9,Krause Flynn and Mcclain,Economist,repurpose
66deb96e-486b-4cd6-85f3-32f098e9b570,Bradshaw and Sons,Ranger/warden,leverage
75af1e14-664e-46ea-8d68-fa72dcd7d9da,Harris PLC,Barristers clerk,implement
0c2d28e9-4f52-4581-a5da-0fc586bbf47d,Holt Ibarra and Lee,Ergonomist,enhance
508998dd-f152-4891-ad36-83de9bea76dc,Hernandez Group,Psychologist prison and probation services,synthesize
ace640aa-b1f5-4ea0-8a48-edec71dd9f16,Shaw-Hatfield,Materials engineer,harness
ac33f238-54df-49f1-ae2e-3bf54b0cee52,Vasquez Group,Merchant navy officer,productize
d6b7b16b-d75f-492d-9100-61961e678cce,Velasquez Group,Animal nutritionist,whiteboard
444a0743-3cf0-43de-9505-5a01b34dba25,Goodwin Ltd,Glass blower/designer,architect
749dac03-5b88-4882-97cf-1f635d250196,Hill Andrews and Fowler,Scientist forensic,unleash
36da4898-256c-47f3-8d73-c9562690f489,Thomas Ltd,Advertising account planner,target
c0d4a9fd-bef3-46cd-9c00-a0841c3c6655,Reed Fox and Conway,Programmer multimedia,cultivate
29e76936-d486-499a-b091-ed7e418d3ead,Logan-Conway,Research officer government,redefine
215f966e-c35a-44d9-8e7e-b093743e2288,Nelson and Sons,Therapist horticultural,incubate
603dd624-c48d-4b17-89dd-20bf8d691dc7,Cooper-Chaney,General practice doctor,revolutionize
4e5aaf77-8c4e-4f55-a3da-d4d71ad623c7,Jefferson Smith and Jacobs,Photographer,target
5f18e9b1-840f-4d7a-964d-013ce8cfe790,Benson-Shah,Medical technical officer,facilitate
